OBJECTID,WSSN,SYSTEM,TYPE,APPROVAL_D,michiganWE,ShapeSTAre,ShapeSTLen,ORIG_FID,POINT_X,POINT_Y
589,03139,Highland Meadowview Apartments,Type 1 Provisional Wellhead Protection Area,12/18/2012,,1385349.572210000000000,6336.102926580000000,588,-83.57396749670,42.65589803430
590,40644,Deerfield Pines Mobile Home Park,Type 1 Provisional Wellhead Protection Area,12/6/2012,,3290244.381850000000000,7493.890858110000000,589,-83.30240599150,43.18743151740
591,40672,River Ridge,Type 1 Provisional Wellhead Protection Area,12/6/2012,,3454105.706870000000000,7830.221431010000000,590,-83.29591323950,43.07052363280
592,03780,Lapeer,Type 1 Provisional Wellhead Protection Area,12/6/2012,,6003755.605490000000000,9677.371312580000000,591,-83.31417076880,43.03776369930
593,06971,Wedgewood Golfside Condo Association,Type 1 Provisional Wellhead Protection Area,12/6/2012,,5129850.458350000000000,9101.679210780000000,592,-83.36013656100,43.01718869510
594,40670,Pine Lakes Manufactured Homes,Type 1 Provisional Wellhead Protection Area,12/6/2012,,4775663.290230000000000,8473.579753170000000,593,-83.22329367200,43.03565964700
595,40592,Sandhill Estates,Type 1 Provisional Wellhead Protection Area,12/6/2012,,2684724.725140000000000,7193.369065360000000,594,-83.17933159530,43.07037670920
596,03340,Imlay City,Type 1 Provisional Wellhead Protection Area,12/6/2012,,4093512.862640000000000,8871.845276650000000,595,-83.10561081160,43.03050470070
597,01870,Dryden,Type 1 Provisional Wellhead Protection Area,12/6/2012,,3098055.965160000000000,8335.793275190000000,596,-83.14219119060,42.94336226020
598,00150,Almont,Type 1 Provisional Wellhead Protection Area,12/6/2012,,4437815.466010000000000,9432.749942330000000,597,-83.06403286540,42.91721403890
599,04312,Metamora,Type 1 Provisional Wellhead Protection Area,12/6/2012,,3898158.729820000000000,8479.652649490000000,598,-83.28988661160,42.93365987440
600,40299,Ideal Villa Mobile Home Park,Type 1 Provisional Wellhead Protection Area,12/6/2012,,4645779.464240000000000,10234.668928400000000,599,-83.31207895440,42.93582360070
601,01460,Clifford,Type 1 Provisional Wellhead Protection Area,12/6/2012,,3657600.753600000000000,7435.480328900000000,600,-83.16907325210,43.32414204530
602,01460,Clifford,Type 1 Provisional Wellhead Protection Area,12/6/2012,,3325782.111180000000000,7481.535645950000000,601,-83.16639544850,43.31225138000
603,03890,Linden,Type 1 Provisional Wellhead Protection Area,12/3/2012,,993596.374205000000000,4565.839143900000000,602,-83.77488365800,42.82455655490
604,03890,Linden,Type 1 Provisional Wellhead Protection Area,12/3/2012,,3793037.211060000000000,8217.907926340000000,603,-83.77558120860,42.81066860630
605,40601,Pine Ridge Mobile Home Community,Type 1 Provisional Wellhead Protection Area,12/3/2012,,701453.184219000000000,3551.872754020000000,604,-83.85168586160,42.79216627280
606,66355,Argentine Care Center,Type 1 Provisional Wellhead Protection Area,12/3/2012,,1279476.070740000000000,4950.740458400000000,605,-83.83782484800,42.78707997240
607,05353,Pinehurst Apartments,Type 1 Provisional Wellhead Protection Area,12/3/2012,,1227963.462800000000000,4744.967756030000000,606,-83.84110446270,42.78421925930
608,02654,Glen Devon Condominiums,Type 1 Provisional Wellhead Protection Area,12/3/2012,,1078627.883560000000000,4316.155333470000000,607,-83.73078014170,42.84061859610
609,01663,Cranes Cove Condominiums,Type 1 Provisional Wellhead Protection Area,12/3/2012,,1472099.154590000000000,5190.469055630000000,608,-83.72923618730,42.83447611030
610,40151,Loon Lake Mobile Home Park,Type 1 Provisional Wellhead Protection Area,12/3/2012,,1317768.587680000000000,4560.224706190000000,609,-83.74106178890,42.82809370740
611,40144,Lake Ponemah,Type 1 Provisional Wellhead Protection Area,12/3/2012,,1411858.913860000000000,4936.051945310000000,610,-83.72791629020,42.81451998540
612,40607,East Bay Mobile Home Park,Type 1 Provisional Wellhead Protection Area,12/3/2012,,2086993.031270000000000,5962.167861970000000,611,-83.72511515830,42.81046113250
613,01353,Chateaux Du Lac Condominiums,Type 1 Provisional Wellhead Protection Area,12/3/2012,,2797067.276790000000000,7113.186094230000000,612,-83.74538456310,42.79118765400
614,05315,Pheasant Run Manor Apartments,Type 1 Provisional Wellhead Protection Area,12/3/2012,,1304068.790060000000000,5059.935142610000000,613,-83.69592465130,42.81625363580
615,02277,Lake Park Village Condominiums,Type 1 Provisional Wellhead Protection Area,12/3/2012,,2066572.732920000000000,7402.461426170000000,614,-83.68754960860,42.87911959810
616,40158,Lake Fenton Mobile Home Park,Type 1 Provisional Wellhead Protection Area,12/3/2012,,2047226.740820000000000,5763.124153620000000,615,-83.71577839360,42.85316208500
617,02273,Fenton Harbor Condominiums,Type 1 Provisional Wellhead Protection Area,12/3/2012,,1988431.551730000000000,5556.653446610000000,616,-83.71340906970,42.85001574370
618,40146,Delta Mobile Home Park,Type 1 Provisional Wellhead Protection Area,12/3/2012,,2854085.767180000000000,7085.855391280000000,617,-83.69030613770,42.96279170800
619,40163,Twin Meadows I,Type 1 Provisional Wellhead Protection Area,12/3/2012,,3948291.023680000000000,8307.980578380000000,618,-83.68752094050,42.96043265730
620,40160,Twin Meadows II,Type 1 Provisional Wellhead Protection Area,12/3/2012,,4059959.574310000000000,8545.691173720000000,619,-83.68939938640,42.95896925250
621,01010,Burton,Type 1 Provisional Wellhead Protection Area,12/3/2012,,6898051.678300000000000,10126.931841900000000,620,-83.66409378260,42.95994968140
622,40140,Hi-Way Mobile Home Court,Type 1 Provisional Wellhead Protection Area,12/3/2012,,2204640.258460000000000,6609.962884430000000,621,-83.64345327360,42.94877965410
623,40156,Old Orchard Estates,Type 1 Provisional Wellhead Protection Area,12/3/2012,,3437312.416550000000000,8970.212471920000000,622,-83.48158356950,43.00741717050
624,07015,West Court Ranches,Type 1 Provisional Wellhead Protection Area,12/3/2012,,2684187.935640000000000,7022.265491720000000,623,-83.76382307030,42.99631048240
625,40162,Westhaven Mobile Home Court,Type 1 Provisional Wellhead Protection Area,12/3/2012,,3370376.598150000000000,7419.049891850000000,624,-83.73143896690,42.97207594750
626,41045,Linden Place Mobile Home Park,Type 1 Provisional Wellhead Protection Area,12/3/2012,,6390389.388620000000000,10059.123023800000000,625,-83.78169033890,42.95598356090
627,04754,Western Pines Apartments,Type 1 Provisional Wellhead Protection Area,12/3/2012,,4011733.226760000000000,8945.213822100000000,626,-83.80771846750,42.98328323010
628,40164,Swartz Creek Meadows,Type 1 Provisional Wellhead Protection Area,12/3/2012,,4602614.885180000000000,9264.781093120000000,627,-83.91469187260,42.96112792560
629,01697,Crystal Creek Apartments,Type 1 Provisional Wellhead Protection Area,12/3/2012,,3682317.460660000000000,7435.062057770000000,628,-83.77718353170,43.04318665070
630,00540,Beecher Metropolitan District,Type 1 Provisional Wellhead Protection Area,11/21/2014,,18166602.978700000000000,19088.128559200000000,629,-83.71517320160,43.09019178250
631,40138,Gunther Mobile Home Court,Type 1 Provisional Wellhead Protection Area,12/3/2012,,1605394.208990000000000,4865.979633840000000,630,-83.67856656610,43.09413352580
632,40155,North Morris Estates,Type 1 Provisional Wellhead Protection Area,12/3/2012,,7109010.048780000000000,11294.001818200000000,631,-83.68666581100,43.14665267020
633,06575,Sugartree Apartments,Type 1 Provisional Wellhead Protection Area,12/3/2012,,2636948.493340000000000,8060.763558610000000,632,-83.67386555040,43.14206082090
634,40154,North Dort Manor,Type 1 Provisional Wellhead Protection Area,12/3/2012,,2458202.895960000000000,7329.126405740000000,633,-83.66765077820,43.13763732140
635,05396,Mt Morris Apartments,Type 1 Provisional Wellhead Protection Area,12/3/2012,,968836.612756000000000,4219.408983750000000,634,-83.63452053380,43.12388279310
636,04520,Mount Morris,Type 1 Provisional Wellhead Protection Area,12/3/2012,,1604710.902750000000000,5242.023219420000000,635,-83.71007693290,43.13019869740
637,40152,Montrose Trailer Park,Type 1 Provisional Wellhead Protection Area,12/3/2012,,1631346.941810000000000,5666.987920850000000,636,-83.81783392010,43.18624561060
638,04480,Montrose,Type 1 Provisional Wellhead Protection Area,12/3/2012,,7319255.362440000000000,11442.025695100000000,637,-83.89955596220,43.16102666090
639,40131,Tradewinds Mobile Home Park,Type 1 Provisional Wellhead Protection Area,12/3/2012,,1484954.399870000000000,4788.042976350000000,638,-83.71561475010,43.18373566050
640,40647,Orchard Cove,Type 1 Provisional Wellhead Protection Area,12/3/2012,,1730384.281710000000000,5659.640227740000000,639,-83.51801675790,43.16413368350
641,05050,Otisville,Type 1 Provisional Wellhead Protection Area,12/3/2012,,1581148.141870000000000,5487.797921940000000,640,-83.50758257650,43.17034075440
642,40148,Davison Hills Mobile Home Park,Type 1 Provisional Wellhead Protection Area,12/3/2012,,2586637.496460000000000,7905.122875580000000,641,-83.49388756170,43.14174825310
643,06431,Stoney Creek Village Apartments,Type 1 Provisional Wellhead Protection Area,11/28/2012,,2826900.790570000000000,7055.221337820000000,642,-84.16296028220,43.01487291610
644,01640,City f Corunna,Type 1 Provisional Wellhead Protection Area,11/28/2012,,3057551.416970000000000,7337.601640780000000,643,-84.12177133640,42.96091113560
645,40457,Country Manor,Type 1 Provisional Wellhead Protection Area,11/28/2012,,4232682.262360000000000,8772.209049950000000,644,-84.03156664030,42.90634284100
646,00370,Bancroft,Type 1 Provisional Wellhead Protection Area,11/28/2012,,4739444.790080000000000,8776.103041200000000,645,-84.08313790900,42.86557022500
647,40643,Morrice Meadows,Type 1 Provisional Wellhead Protection Area,11/28/2012,,5180783.139110000000000,9348.789293020000000,646,-84.17752052370,42.83199388760
648,40450,Countryside Village MHP,Type 1 Provisional Wellhead Protection Area,11/28/2012,,5775098.884580000000000,9763.170605080000000,647,-84.24135350300,42.82787570570
649,05280,Perry,Type 1 Provisional Wellhead Protection Area,11/28/2012,,3005921.826020000000000,7801.098172860000000,648,-84.20427748630,42.80989286930
650,05280,Perry,Type 1 Provisional Wellhead Protection Area,11/28/2012,,5013685.307510000000000,9887.641180350000000,649,-84.31360362400,42.79975654100
651,03131,Hidden Glen Apartments,Type 1 Provisional Wellhead Protection Area,11/28/2012,,4076332.516650000000000,9055.665424510000000,650,-84.33954215480,42.88533738890
652,03946,Looking Glass Terace Apartments,Type 1 Provisional Wellhead Protection Area,11/28/2012,,3332280.476860000000000,8200.185465400000000,651,-84.33225931580,42.88018808800
653,05039,Orchard Place Manor Apartments,Type 1 Provisional Wellhead Protection Area,11/28/2012,,3164406.285660000000000,6515.295682490000000,652,-84.20820127290,42.99785269050
654,40639,Woods and Fields Communities East,Type 1 Provisional Wellhead Protection Area,11/28/2012,,3235373.702130000000000,6503.353566690000000,653,-84.22139169850,42.99481602250
655,40458,Alan's Park - Durand,Type 1 Provisional Wellhead Protection Area,11/28/2012,,2431825.810590000000000,6948.900503210000000,654,-83.92751586720,42.95301202780
656,40455,Woods and Fields Communities West,Type 1 Provisional Wellhead Protection Area,11/28/2012,,3775037.364470000000000,7019.959312350000000,655,-84.22702095900,42.99694717540
657,01020,Byron,Type 1 Provisional Wellhead Protection Area,11/28/2012,,3939299.698200000000000,7359.141260030000000,656,-83.93877536430,42.82927304290
658,40451,Lakeview Estates,Type 1 Provisional Wellhead Protection Area,11/28/2012,,9533092.827170000000000,13037.505586100000000,657,-84.00615638490,42.91832373360
659,40616,North Bay Harbor Club Mobile Home Park,Type 1 Provisional Wellhead Protection Area,12/12/2012,,4706744.614970000000000,7986.303052350000000,658,-83.81199603250,42.77086746520
660,40658,Tyrone Woods,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2466425.301100000000000,8286.730022700000000,659,-83.77802799430,42.74459431560
661,02274,Fenton Heights Apartments,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2898316.759300000000000,8413.958721180000000,660,-83.70255056700,42.75566661920
662,40679,Cider Mill Crossings,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2312099.695640000000000,8422.537566110000000,661,-83.75298918190,42.69347299360
663,03073,Hartland Hills Condominiums,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2485546.242620000000000,7087.540838270000000,662,-83.73376866370,42.66718155450
664,40654,Hartland Meadows,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2379959.520990000000000,6954.873678320000000,663,-83.67544196530,42.63574985730
665,04403,Millpointe of Hartland,Type 1 Provisional Wellhead Protection Area,12/12/2012,,1535797.105470000000000,5592.596348950000000,664,-83.76888542620,42.62880424370
666,40318,Fairlawn Meadows,Type 1 Provisional Wellhead Protection Area,12/12/2012,,1849118.051160000000000,6254.025455190000000,665,-83.90497572340,42.61988293710
667,03250,Howell - Well 1,Type 1 Provisional Wellhead Protection Area,12/12/2012,,3895054.766320000000000,7169.353258430000000,666,-83.92462008710,42.60223418710
668,40316,Fairlane Estates,Type 1 Provisional Wellhead Protection Area,12/12/2012,,5070202.861690000000000,9505.846181140000000,667,-83.89667173990,42.59553105170
669,02619,Prentis Estates Apartments,Type 1 Provisional Wellhead Protection Area,12/12/2012,,1480447.378830000000000,5254.497804600000000,668,-83.86276826190,42.58171185760
670,05033,Huntmore Estates,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2168707.029300000000000,6032.369923260000000,669,-83.76224172090,42.59386874030
671,05577,Lakeshore Village Subdivision,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2154120.070440000000000,6064.481878750000000,670,-83.76103097700,42.58924837240
672,05037,Osborn Lake Estates,Type 1 Provisional Wellhead Protection Area,12/12/2012,,3002801.237190000000000,6955.294442530000000,671,-83.75938736720,42.58589073520
673,40314,Sylvan Glen Estates,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2312953.848710000000000,6109.839745120000000,672,-83.82295062430,42.57669848360
674,01002,Oak Pointe,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2554959.053830000000000,6822.461568390000000,673,-83.84656330880,42.56537100230
675,01002,Oak Pointe,Type 1 Provisional Wellhead Protection Area,12/12/2012,,1964826.170030000000000,5498.335072830000000,674,-83.85305769780,42.54085536670
676,00731,Bishop Lake Apartments,Type 1 Provisional Wellhead Protection Area,12/12/2012,,3928110.819570000000000,8682.516247700000000,675,-83.85891655270,42.51273088320
677,40323,Starlight Mobile Home Park,Type 1 Provisional Wellhead Protection Area,12/12/2012,,3710785.736940000000000,8480.530276650000000,676,-83.75931876310,42.50735249840
678,40326,Woodland Lake Mobile Home Court,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2276718.604490000000000,6622.277071560000000,677,-83.80274074480,42.56353855700
679,05229,The Peninsula Development LLC,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2892612.847200000000000,8062.075658460000000,678,-83.75693543420,42.56351229470
680,03080,Harvest Hills Subdivision Association,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2772386.639420000000000,7946.575891290000000,679,-83.73767745890,42.54381126670
681,02846,Greenfield Pointe Subdivision,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2605777.931790000000000,8347.456594790000000,680,-83.73219982690,42.54360932110
682,03942,Lo-Rae Apartments,Type 1 Provisional Wellhead Protection Area,12/12/2012,,6720388.525970000000000,12341.363391900000000,681,-83.69877301520,42.53588774630
683,03137,Hidden Lakes of Green Oaks,Type 1 Provisional Wellhead Protection Area,12/12/2012,,1513281.964640000000000,5765.104476460000000,682,-83.72337778720,42.48259989570
684,40322,Silver Lake Mobile Home Park,Type 1 Provisional Wellhead Protection Area,12/12/2012,,1662234.930650000000000,5543.062458530000000,683,-83.71919641300,42.47543594820
685,01543,Centennial Farms,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2125060.172840000000000,7447.313550670000000,684,-83.68885166650,42.46285914480
686,40669,Woodland Ridge,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2574261.833990000000000,8218.967145260000000,685,-83.69558188990,42.43565940690
687,06423,Stone Ridge,Type 1 Provisional Wellhead Protection Area,12/12/2012,,1364946.672890000000000,5090.816450559990000,686,-83.72920985750,42.43276527120
688,02000,Pine Knoll Apartments LLC,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2316175.870990000000000,6457.337592420000000,687,-83.74215944920,42.42426098230
689,07101,Whitmore Lake Apartments,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2310395.848760000000000,6435.377079290000000,688,-83.74151987210,42.42064496100
690,40324,University Mobile Estates #1,Type 1 Provisional Wellhead Protection Area,12/12/2012,,764958.289945000000000,3821.619844530000000,689,-83.75616175580,42.43035030250
691,40325,University Mobile Estates #2,Type 1 Provisional Wellhead Protection Area,12/12/2012,,980429.691268000000000,4127.963300830000000,690,-83.75973515230,42.42750273660
692,06820,WJ Maxey Boys Training School,Type 1 Provisional Wellhead Protection Area,12/12/2012,,1011256.567360000000000,4634.515340730000000,691,-83.76671788510,42.43448992700
693,40649,Coventry Woods Mobile Home Park,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2018328.960380000000000,6079.802131900000000,692,-83.79871588690,42.42745626650
694,40317,Hamburg Hills Estates,Type 1 Provisional Wellhead Protection Area,12/12/2012,,1715207.962090000000000,5348.017790780000000,693,-83.80577650490,42.42475362790
695,04595,Mystic Ridge LLC,Type 1 Provisional Wellhead Protection Area,12/12/2012,,1588591.590170000000000,5720.422502620000000,694,-83.82671555280,42.42270825840
696,05322,Pinckney - Dells Well 1,Type 1 Provisional Wellhead Protection Area,12/12/2012,,3681323.300360000000000,8606.680548150000000,695,-83.95109419330,42.45566384480
697,40319,Alan's Park - Fowlerville,Type 1 Provisional Wellhead Protection Area,12/12/2012,,3380541.706640000000000,7468.966929240000000,696,-84.11440450680,42.64384210500
698,02982,Handy Township - Red Cedars Crossing,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2922710.566170000000000,6864.058760720000000,697,-84.08899996850,42.63615868210
699,02292,Eastern Michigan Nazarene District Center,Type 1 Provisional Wellhead Protection Area,12/12/2012,,2717555.122170000000000,6827.116429310000000,698,-84.01390290540,42.68575629610
700,40197,Mason Manor,Type 1 Provisional Wellhead Protection Area,12/11/2012,,8053682.751480000000000,11612.066680100000000,699,-84.44665252860,42.51027793480
701,06792,VFW National Home,Type 1 Provisional Wellhead Protection Area,12/11/2012,,4048923.351590000000000,7885.440220270000000,700,-84.60271628310,42.47151364020
702,03134,Highfields Youth Camp,Type 1 Provisional Wellhead Protection Area,12/11/2012,,3760710.339730000000000,7931.347321610000000,701,-84.53182719350,42.44355069260
703,40193,Country Manor Mobile Home Park,Type 1 Provisional Wellhead Protection Area,12/11/2012,,2536094.036780000000000,5876.823118840000000,702,-84.49817841370,42.45684103320
704,01995,East Lansing Meridian Water Authority,Type 1 Provisional Wellhead Protection Area,12/12/2012,,3918654.759330000000000,7393.547363180000000,703,-84.41619455200,42.69820105880
705,07285,Eagle Pointe Condominiums,Type 1 Provisional Wellhead Protection Area,12/12/2012,,5324672.775270000000000,8777.242107770000000,704,-84.31755720160,42.68195570250
706,40202,Willow Village,Type 1 Provisional Wellhead Protection Area,12/12/2012,,5988357.736840000000000,9402.188713320000000,705,-84.25360893830,42.68001176290
707,07120,Williamston,Type 1 Provisional Wellhead Protection Area,12/12/2012,,14904915.920200000000000,15154.324326100000000,706,-84.29394477900,42.67074308100
708,01718,Dansville,Type 1 Provisional Wellhead Protection Area,12/12/2012,,6884062.030680000000000,9997.352441560000000,707,-84.28446331800,42.54512557250
709,01718,Dansville,Type 1 Provisional Wellhead Protection Area,12/12/2012,,5018163.109280000000000,8661.145541920000000,708,-84.30580845840,42.54640246570
710,01565,Columbia Lakes Estates,Type 1 Provisional Wellhead Protection Area,12/12/2012,,3447483.905580000000000,6981.417880010000000,709,-84.51322149810,42.57070770070
711,40194,Hamlin Mobile Home Park,Type 1 Provisional Wellhead Protection Area,12/12/2012,,5494147.292260000000000,8773.793850500000000,710,-84.15066741550,42.62900826380
712,03760,LBWL Well 75-01,Type 1 Provisional Wellhead Protection Area,12/12/2012,,3745495.981190000000000,7825.979924780000000,711,-84.59667170820,42.67369713760
713,04170,Mason - Park Street Well,Type 1 Provisional Wellhead Protection Area,12/12/2012,,3759777.051710000000000,7106.486471740000000,712,-84.44489324590,42.57364301200
714,05100,Ovid,Type 1 Provisional Wellhead Protection Area,11/28/2012,,2554540.834010000000000,6816.148811260000000,713,-84.37543607820,43.01382276470
715,02120,Elsie,Type 1 Provisional Wellhead Protection Area,11/28/2012,,12359355.612400000000000,13985.181985800000000,714,-84.36994749310,43.07659396400
716,03760,LBWL - Bath TWP Well 2 - Chateau,Type 1 Provisional Wellhead Protection Area,11/28/2012,,4263865.135820000000000,8013.125823900000000,715,-84.43818161490,42.77964846030
717,03760,LBWL - Bath TWP Well 1 - Coleman,Type 1 Provisional Wellhead Protection Area,11/28/2012,,3212620.959540000000000,7153.790251140000000,716,-84.43169568590,42.77822073760
718,03760,LBWL - Bath TWP Well 5 - HDI,Type 1 Provisional Wellhead Protection Area,11/28/2012,,1622132.551960000000000,5198.221322280000000,717,-84.39620642620,42.77368795630
719,40119,The Meadows of St Johns,Type 1 Provisional Wellhead Protection Area,11/28/2012,,3408640.484090000000000,9439.755622010000000,718,-84.55517563760,42.96073117600
720,00716,Bingham Township,Type 1 Provisional Wellhead Protection Area,11/28/2012,,3508601.643420000000000,7906.973571290000000,719,-84.53208571140,42.96645580250
721,05100,Ovid,Type 1 Provisional Wellhead Protection Area,11/28/2012,,3934074.252360000000000,9470.722371600000000,720,-84.38515748710,42.98598307020
722,05270,Perrington,Type 1 Provisional Wellhead Protection Area,11/27/2012,,3861763.390650000000000,8334.803472030000000,721,-84.69051270300,43.18438034560
723,60937,The Laurels of Fulton,Type 1 Provisional Wellhead Protection Area,11/27/2012,,1035217.381900000000000,5535.417810400000000,722,-84.70405249390,43.15840990510
724,00250,Ashley,Type 1 Provisional Wellhead Protection Area,11/27/2012,,4239843.898600000000000,7623.437460040000000,723,-84.48030005550,43.19216302850
725,00140,Alma,Type 1 Provisional Wellhead Protection Area,11/27/2012,,11891819.719100000000000,12949.218303900000000,724,-84.67668557630,43.37314313540
726,40574,Tmber Country MHP,Type 1 Provisional Wellhead Protection Area,11/27/2012,,1403429.345590000000000,4740.487555400000000,725,-84.80973726300,43.41091549220
727,03460,Ithaca,Type 1 Provisional Wellhead Protection Area,11/27/2012,,2748969.619000000000000,6508.652903620000000,726,-84.63500218560,43.29278449340
728,06470,Sunfield,Type 1 Provisional Wellhead Protection Area,12/11/2012,,3803480.234200000000000,7625.389914140000000,727,-84.99730898080,42.75745529400
729,02770,Grand Ledge,Type 1 Provisional Wellhead Protection Area,12/11/2012,,5490410.371380000000000,9490.776286970000000,728,-84.75227259410,42.74231007760
730,01790,Delta Charter Township,Type 1 Provisional Wellhead Protection Area,12/11/2012,,18875638.991900000000000,17367.394821400000000,729,-84.65050401790,42.75551617790
731,00795,Blue Water Village LLC,Type 1 Provisional Wellhead Protection Area,12/11/2012,,3560961.102240000000000,8361.878716520000000,730,-84.69159860910,42.65075612030
732,05550,Potterville,Type 1 Provisional Wellhead Protection Area,12/11/2012,,5480864.912260000000000,10054.263282100000000,731,-84.73012221040,42.63316717450
733,40122,Hi-Way Mobile Haven,Type 1 Provisional Wellhead Protection Area,12/11/2012,,4635009.859940000000000,9518.522306500000000,732,-84.76771462910,42.59091650680
734,04428,Misty Cove Senior Apartments,Type 1 Provisional Wellhead Protection Area,12/11/2012,,4810427.938260000000000,8551.294366190000000,733,-84.63494802940,42.63999443420
735,02025,Eaton Green Estates Subdivision,Type 1 Provisional Wellhead Protection Area,12/11/2012,,3526734.871420000000000,7713.206235480000000,734,-84.78768466010,42.54273440460
736,40123,Maple Knoll,Type 1 Provisional Wellhead Protection Area,12/11/2012,,4896559.017520000000000,8437.585826030000000,735,-84.79698217710,42.57689559700
737,40227,Concord Creek Mobile Home Park,Type 1 Provisional Wellhead Protection Area,1/9/2013,,5747728.432550000000000,9194.449241800000000,736,-84.66023893190,42.18083698480
738,40230,Spring Valley Estates,Type 1 Provisional Wellhead Protection Area,1/9/2013,,5238093.718910000000000,8985.874046030000000,737,-84.54679483830,42.08979406680
739,40223,Arbor Village,Type 1 Provisional Wellhead Protection Area,1/9/2013,,3119089.145890000000000,6429.343117350000000,738,-84.55317505550,42.22836164750
740,00236,Arbor Ridge Condominiums,Type 1 Provisional Wellhead Protection Area,1/9/2013,,5490543.329850000000000,9158.390621480000000,739,-84.50096530880,42.22506644630
741,40226,Coffman's Trailer Park,Type 1 Provisional Wellhead Protection Area,1/9/2013,,1634065.048830000000000,4766.741314340000000,740,-84.46521723340,42.25856278380
742,03470,Jackson - NW Avenue Well,Type 1 Provisional Wellhead Protection Area,1/9/2013,,3770539.677610000000000,8382.271239400000000,741,-84.43943650140,42.25713806960
743,40242,Sherman Oaks,Type 1 Provisional Wellhead Protection Area,1/9/2013,,7290471.235070000000000,11438.074133800000000,742,-84.43512171260,42.33308716970
744,40240,Pleasant Lake Mobile Home Park,Type 1 Provisional Wellhead Protection Area,1/9/2013,,6883226.257180000000000,9542.056554770000000,743,-84.33274603840,42.37828917320
745,63100,Highland Home,Type 1 Provisional Wellhead Protection Area,1/9/2013,,6507699.871590000000000,11380.115107900000000,744,-84.38618670880,42.27117601050
746,40225,Coachman's Cove,Type 1 Provisional Wellhead Protection Area,1/9/2013,,6425880.219920000000000,10352.858949500000000,745,-84.22308392690,42.31713536740
747,40233,Indian Village,Type 1 Provisional Wellhead Protection Area,1/9/2013,,5568548.531360000000000,9693.979842290000000,746,-84.35168598480,42.21184547210
748,40241,Shady Park,Type 1 Provisional Wellhead Protection Area,1/9/2013,,2828593.518050000000000,7001.210289850000000,747,-84.34050064590,42.19321494150
749,40229,Fisher Trailer Park,Type 1 Provisional Wellhead Protection Area,1/9/2013,,2980324.788170000000000,6804.477654220000000,748,-84.35504676820,42.18883922610
750,01658,Willow on Twins Pond,Type 1 Provisional Wellhead Protection Area,1/9/2013,,3743396.624040000000000,7731.471608700000000,749,-84.32172246250,42.18241278160
751,40231,Hillanlake Village,Type 1 Provisional Wellhead Protection Area,1/9/2013,,2448606.682150000000000,5792.511479400000000,750,-84.20173022640,42.08771446340
752,03751,Lakeshore Condominiums,Type 1 Provisional Wellhead Protection Area,1/9/2013,,1651848.145580000000000,4665.965932950000000,751,-84.14303444420,42.07793585810
753,00322,Autin Commons,Type 1 Provisional Wellhead Protection Area,1/10/2013,,4931970.374610000000000,9482.414612210000000,752,-83.81815524080,42.15998515660
754,40663,River Ridge,Type 1 Provisional Wellhead Protection Area,1/10/2013,,3442987.004100000000000,8094.456538810000000,753,-83.82006378740,42.15512278990
755,40504,Pleasant Lake Mobile Home Park,Type 1 Provisional Wellhead Protection Area,1/10/2013,,2155882.000500000000000,5279.631665780000000,754,-83.95519367280,42.20455010840
756,06325,St Louis Center,Type 1 Provisional Wellhead Protection Area,1/10/2013,,1394181.682680000000000,5101.707077370000000,755,-84.11630653120,42.27745436210
757,06531,Sylvan Township,Type 1 Provisional Wellhead Protection Area,1/10/2013,,8325308.864740000000000,11868.545880100000000,756,-84.07436642810,42.29224958630
758,06594,Thornton Farms,Type 1 Provisional Wellhead Protection Area,1/10/2013,,4747750.036980000000000,9274.372527110000000,757,-83.89432422580,42.27744207960
759,40503,Orchard Grove,Type 1 Provisional Wellhead Protection Area,1/10/2013,,2424917.949970000000000,7579.110248800000000,758,-83.80897421740,42.25274299160
760,03940,Loch Alpine Sanitary Authority,Type 1 Provisional Wellhead Protection Area,1/10/2013,,6244716.312910000000000,10212.195253200000000,759,-83.83439245260,42.35505174310
761,06074,"Sisters of Mary, Mother of Eucharist",Type 1 Provisional Wellhead Protection Area,1/10/2013,,4326264.255780000000000,9831.103711770000000,760,-83.68268730450,42.34532594670
762,40594,Northfield Estates,Type 1 Provisional Wellhead Protection Area,1/10/2013,,3347951.511580000000000,7203.016124700000000,761,-83.77533525770,42.42036160100
