X,Y,LicenseNumber,FacilityTypeCode,FacilityType,Name,StreetAddress,City,State,Zip,County,TotalCapacity,ServesAdults,ServesChildren,AddressID,stdStreetAddress,stdCity,stdState,stdZip,Latitude,Longitude,ESRI_OID
-88.58501434,47.11237335,1041000090,1043,Hospice Agency,UP HEALTH SYSTEM HOME CARE AND HOSPICE PORTAGE,"901 W SHARON AVE, SUITE 1",HOUGHTON,MI,49931,HOUGHTON,0,0,0,30495,901 W Sharon Ave,Houghton,MI,49931,47.11237335,-88.58501434,626
-83.0760375,43.60384602,1041000092,1043,Hospice Agency,COMPASSUS - CASS CITY,5986 CASS CITY ROAD,CASS CITY,MI,48726,TUSCOLA,0,0,0,5071,5986 Cass City Rd,Cass City,MI,48726,43.60384602,-83.0760375,627
-83.96693054,43.47745816,1041000094,1043,Hospice Agency,AMERICANS HOSPICE CARE,"2575 NORTH MCLEOD DRIVE, SUITE C",SAGINAW,MI,48604,SAGINAW,0,0,0,2593,2575 Mcleod Dr N,Saginaw,MI,48604,43.47745816,-83.96693054,628
-83.3884964,41.93060303,1041000098,1043,Hospice Agency,PROMEDICA HOSPICE (MONROE),"1070 N MONROE STREET, SUITE B",MONROE,MI,48162,MONROE,0,0,0,28836,1070 N Monroe St,Monroe,MI,48162,41.93060303,-83.3884964,629
-83.45851718,42.3238719,1041000099,1043,Hospice Agency,AMEDISYS HOSPICE,"5730 N LILLEY RD, SUITE A&B",CANTON,MI,48187,WAYNE,0,0,0,4988,5730 N Lilley Rd,Canton,MI,48187,42.3238719,-83.45851718,630
-83.77173614,42.99406433,1041000100,1043,Hospice Agency,HEART TO HEART HOSPICE OF FLINT,4438 OAKBRIDGE DR,FLINT,MI,48532,GENESEE,0,0,0,29097,4438 Oakbridge Dr,Flint,MI,48532,42.99406433,-83.77173615,631
-83.15077517,42.55652298,1041000102,1043,Hospice Agency,GRACE HOSPICE,"500 KIRTS BLVD, SUITE 250",TROY,MI,48084,OAKLAND,0,0,0,4591,500 Kirts Blvd,Troy,MI,48084,42.55652298,-83.15077517,632
-83.23517217,42.46741714,1041000104,1043,Hospice Agency,UNIVERSAL HOSPICE CARE,"24315 NORTHWESTERN HIGHWAY, SUITE 102",SOUTHFIELD,MI,48075,OAKLAND,0,0,0,2437,24315 Northwestern Hwy,Southfield,MI,48075,42.46741714,-83.23517217,633
-84.99373627,42.26721954,1041000107,1043,Hospice Agency,OAKLAWN HOSPICE,13444 PRESTON DRIVE,MARSHALL,MI,49068,CALHOUN,0,0,0,15838,13444 Preston Dr,Marshall,MI,49068,42.26721954,-84.99373627,634
-83.16292572,42.63823318,1041000109,1043,Hospice Agency,"GUARDIAN ANGEL HOME HEALTH, HOSPICE DIVISION",1715 NORTHFIELD DRIVE,ROCHESTER HILLS,MI,48309,OAKLAND,0,0,0,30291,1715 Northfield Dr,Rochester Hills,MI,48309,42.63823318,-83.16292572,635
-83.62600603,41.76265947,1041000110,1043,Hospice Agency,HOSPICE OF NORTHWEST OHIO,8132 SECOR ROAD,LAMBERTVILLE,MI,48144,MONROE,0,0,0,5886,8132 Secor Rd,Lambertville,MI,48144,41.76265947,-83.62600603,636
-83.08731888,42.5376807,1041000113,1043,Hospice Agency,PREMIER HOSPICE,"33259 DEQUINDRE RD, SUITE C",TROY,MI,48083,OAKLAND,0,0,0,3488,33259 Dequindre Rd,Troy,MI,48083,42.5376807,-83.08731888,637
-83.17081801,42.59841818,1041000114,1043,Hospice Agency,RESIDENTIAL HOSPICE,"5440 CORPORATE DR, SUITE 400",TROY,MI,48098,OAKLAND,0,0,0,4854,5440 Corporate Dr,Troy,MI,48098,42.59841818,-83.17081801,638
-83.22489298,42.20946682,1041000115,1043,Hospice Agency,"HEART TO HEART HOSPICE OF SOUTHGATE, LLC","1 HERITAGE PLACE, SUITE 107",SOUTHGATE,MI,48195,WAYNE,0,0,0,14,1 Heritage Dr,Southgate,MI,48195,42.20946682,-83.22489298,639
-83.26062165,42.47422014,1041000118,1043,Hospice Agency,ASSURED HOSPICE CARE,"25180 LAHSER RD, SUITE 200",SOUTHFIELD,MI,48033,OAKLAND,0,0,0,2540,25180 Lahser Rd,Southfield,MI,48033,42.47422014,-83.26062165,640
-83.28315735,42.51327133,1041000120,1043,Hospice Agency,HEART TO HEART HOSPICE OF DETROIT,"30600 TELEGRAPH RD, SUITE 1131",BINGHAM FARMS,MI,48025,OAKLAND,0,0,0,16060,30600 Telegraph Rd,Bingham Farms,MI,48025,42.51327133,-83.28315735,641
-85.5669632,42.95270157,1041000121,1043,Hospice Agency,KINDRED HOSPICE,"625 KENMOOR AVENUE SE, SUITE 115",GRAND RAPIDS,MI,49546,KENT,0,0,0,16261,625 Kenmoor Ave SE,Grand Rapids,MI,49546,42.95270157,-85.5669632,642
-85.58812142,42.98788842,1041000123,1043,Hospice Agency,GRACE HOSPICE,"3355 EAGLE PARK DRIVE NE, SUITE 102",GRAND RAPIDS,MI,49525,KENT,0,0,0,3506,3355 Eagle Park Dr NE,Grand Rapids,MI,49525,42.98788842,-85.58812142,643
-85.67816162,42.94258499,1041000124,1043,Hospice Agency,EMMANUEL HOSPICE,"401 HALL ST SW, SUITE 263",GRAND RAPIDS,MI,49503,KENT,0,0,0,30406,401 Hall St SW,Grand Rapids,MI,49503,42.94258499,-85.67816162,644
-83.74446106,43.01588821,1041000125,1043,Hospice Agency,MID MICHIGAN HOME HEALTH & HOSPICE,"1055 PROFESSIONAL DR, BUILDING C, SUITE",FLINT,MI,48532,GENESEE,0,0,0,15774,1055 Professional Dr,Flint,MI,48532,43.01588821,-83.74446106,645
-83.146979,42.55153825,1041000127,1043,Hospice Agency,ST CROIX HOSPICE,1920 LIVERNOIS,TROY,MI,48083,OAKLAND,0,0,0,1720,1920 Livernois Rd,Troy,MI,48083,42.55153825,-83.146979,646
-83.97819307,43.45743492,1041000128,1043,Hospice Agency,A&D HOSPICE,3150 ENTERPRISE DR,SAGINAW,MI,48603,SAGINAW,0,0,0,3264,3150 Enterprise Dr,Saginaw,MI,48603,43.45743492,-83.97819307,647
-83.72264862,42.94558716,1041000130,1043,Hospice Agency,THE MEDICAL TEAM,"5406 GATEWAY CENTER, STE F",FLINT,MI,48507,GENESEE,0,0,0,31508,5406 Gateway Center,Flint,MI,48507,42.94558716,-83.72264862,648
-83.16462707,42.56299973,1041000131,1043,Hospice Agency,CUSTOM HOSPICE,"888 WEST BIG BEAVER ROAD, SUITE 900",TROY,MI,48084,OAKLAND,0,0,0,16337,888 W Big Beaver Rd,Troy,MI,48084,42.56299973,-83.16462708,649
-83.28524498,42.51330577,1041000132,1043,Hospice Agency,ANGEL HOSPICE,"30700 TELEGRAPH ROAD, SUITE 2540",BINGHAM FARMS,MI,48025,OAKLAND,0,0,0,3156,30700 Telegraph Rd,Bingham Farms,MI,48025,42.51330577,-83.28524498,650
-83.6311255,42.89163848,1041000133,1043,Hospice Agency,ABSOLUTE HOME HEALTH & HOSPICE,"9463 HOLLY ROAD, SUITE 104",GRAND BLANC,MI,48439,GENESEE,0,0,0,6270,9463 Holly Rd,Grand Blanc,MI,48439,42.89163848,-83.6311255,651
-83.22158051,42.47042084,1041000134,1043,Hospice Agency,ST MARIE'S,"24555 SOUTHFIELD RD, SUITE 100",SOUTHFIELD,MI,48075,OAKLAND,0,0,0,28992,24555 Southfield Rd,Southfield,MI,48075,42.47042084,-83.22158051,652
-83.77260063,43.00586609,1041000135,1043,Hospice Agency,ALL AMERICANS HOSPICE CARE INC,"1397 S LINDEN ROAD, STE D",FLINT,MI,48532,GENESEE,0,0,0,942,1397 S Linden Rd Ste D,Flint,MI,48532,43.00586609,-83.77260063,653
-83.98047312,43.46303123,1041000136,1043,Hospice Agency,FIRST STATE HOSPICE CARE INC,3901 FORTUNE BLVD,SAGINAW,MI,48603,SAGINAW,0,0,0,3898,3901 Fortune Blvd,Saginaw,MI,48603,43.46303123,-83.98047312,654
-83.41813829,42.41199504,1041000139,1043,Hospice Agency,THE MEDICAL TEAM HOSPICE,"17197 N LAUREL PARK DRIVE, SUITE 555",LIVONIA,MI,48152,WAYNE,0,0,0,1468,17197 N Laurel Park Dr,Livonia,MI,48152,42.41199504,-83.41813829,655
-84.23266618,44.27613653,1041000141,1043,Hospice Agency,CORSOCARE HOSPICE,"312 EAST HOUGHTON AVE, SUITE A",WEST BRANCH,MI,48661,OGEMAW,0,0,0,3223,312 E Houghton Ave,West Branch,MI,48661,44.27613653,-84.23266618,656
-83.14719391,42.56346512,1041000142,1043,Hospice Agency,EVERGREEN HOSPICE,3150 LIVERNOIS ROAD STE 165,TROY,MI,48083,OAKLAND,0,0,0,31231,3150 Livernois Rd,Troy,MI,48083,42.56346512,-83.14719391,657
-83.28524498,42.51330577,1041000143,1043,Hospice Agency,BEACON HOSPICE OF MICHIGAN,"30700 TELEGRAPH ROAD, SUITE 3650B",BINGHAM FARMS,MI,48025,OAKLAND,0,0,0,3158,30700 Telegraph Rd,Bingham Farms,MI,48025,42.51330577,-83.28524498,658
-83.28524498,42.51330577,1041000144,1043,Hospice Agency,BEACON HOSPICE OF NORTH DETROIT,"30700 TELEGRAPH ROAD, SUITE 3650",BINGHAM FARMS,MI,48025,OAKLAND,0,0,0,3157,30700 Telegraph Rd,Bingham Farms,MI,48025,42.51330577,-83.28524498,659
-85.48358,43.69674,1041000145,1043,Hospice Agency,ELARA CARING,203 SOUTH STATE STREET,BIG RAPIDS,MI,49307,MECOSTA,0,0,0,26189,203 S State St,Big Rapids,MI,49307,43.69674,-85.48358,660
-83.63860321,42.93566132,1041000146,1043,Hospice Agency,BRISTOL HOSPICE - MID MICHIGAN,10801 S SAGINAW ST SUITE C,GRAND BLANC,MI,48439,GENESEE,0,0,0,31556,10801 S Saginaw St,Grand Blanc,MI,48439,42.93566132,-83.63860321,661
-83.95959563,43.97753426,1041000148,1043,Hospice Agency,INTELICARE HOSPICE SERVICES,"441 S MAIN STREET, SUITE 4",STANDISH,MI,48658,ARENAC,0,0,0,4310,441 S Main St,Standish,MI,48658,43.97753426,-83.95959563,662
-85.55778601,42.24196746,1041000149,1043,Hospice Agency,GRACE HOSPICE,"2725 AIRVIEW BLVD, STE 101",PORTAGE,MI,49002,KALAMAZOO,0,0,0,2772,2725 Airview Blvd Ste 101,Portage,MI,49002,42.24196746,-85.55778601,663
-82.91536713,42.62701035,1041000150,1043,Hospice Agency,ELARA CARING,20698 HALL RD,CLINTON TOWNSHIP,MI,48038,MACOMB,0,0,0,29443,20698 Hall Rd,Clinton Township,MI,48038,42.62701035,-82.91536713,664
-83.7203598,42.9455986,1041000151,1043,Hospice Agency,THE CARE TEAM HOSPICE,"5401 GATEWAY CENTER, SUITE D",FLINT,MI,48507,GENESEE,0,0,0,29732,5401 Gateway Center,Flint,MI,48507,42.9455986,-83.7203598,665
-84.43804932,42.76111984,1041000152,1043,Hospice Agency,HEART TO HEART HOSPICE OF LANSING,"2260 SAGINAW ST, SUITE A",EAST LANSING,MI,48823,INGHAM,0,0,0,27767,2260 E Saginaw St,East Lansing,MI,48823,42.76111984,-84.43804932,666
-82.99829102,42.52128601,1041000155,1043,Hospice Agency,CHOICE HOSPICE,12500 E 13 MILE RD,WARREN,MI,48093,MACOMB,0,0,0,27345,12500 E 13 Mile Rd,Warren,MI,48093,42.52128601,-82.99829102,667
-83.2828598,42.51327515,1041000157,1043,Hospice Agency,BEACON HOSPICE OF WEST DETROIT,30700 TELEGRAPH RD,BINGHAM FARMS,MI,48025,OAKLAND,0,0,0,28011,30700 Telegraph Rd,Bingham Farms,MI,48025,42.51327515,-83.2828598,668
-85.65675918,42.30131511,1050000002,1050,Hospice Residence,CENTRICA ROSE ARBOR PLACE,5473 CROYDEN AVENUE,KALAMAZOO,MI,49007,KALAMAZOO,18,0,0,4868,5473 Croyden Ave,Kalamazoo,MI,49009,42.30131511,-85.65675918,669
-85.67161019,42.81487124,1050000003,1050,Hospice Residence,FAITH HOSPICE AT TRILLIUM WOODS,8214 PFEIFFER FARMS DRIVE,BYRON CENTER,MI,49315,KENT,20,0,0,5925,8214 Pfeiffer Farms Dr SW,Byron Center,MI,49315,42.81487124,-85.67161019,670
-83.08096786,43.33398698,1050000004,1050,Hospice Residence,UNITED HOSPICE SERVICE RESIDENCE,2770 MAIN STREET,MARLETTE,MI,48453,SANILAC,6,0,0,2814,2770 Main St,Marlette,MI,48453,43.33398698,-83.08096786,671
-86.19466713,43.14669073,1050000008,1050,Hospice Residence,LEILA & CYRUS POPPEN HOSPICE RESIDENCE,2065 EAST MOUNT GARFIELD ROAD,MUSKEGON,MI,49444,MUSKEGON,14,0,0,1939,2065 E Mount Garfield Rd,Muskegon,MI,49444,43.14669073,-86.19466713,672
-85.19026616,42.25289381,1050000010,1050,Hospice Residence,CENTRICA GLENN ARBOR PLACE,5470 GLENN CROSS ROAD,BATTLE CREEK,MI,49015,CALHOUN,10,0,0,4867,5470 Glenn Cross Rd,Battle Creek,MI,49015,42.25289381,-85.19026616,673
-84.51553349,42.69660654,1050000015,1050,Hospice Residence,HOSPICE OF LANSING RESIDENCE,3411 STONELEIGH,LANSING,MI,48910,INGHAM,8,0,0,3561,3411 Stoneleigh Dr,Lansing,MI,48910,42.69660654,-84.51553349,674
-84.44093682,42.27957064,1050000017,1050,Hospice Residence,HENRY FORD HEALTH HOSPICE HOME - CENTRAL MICHIGAN,2150 KINGSBROOKE DRIVE,JACKSON,MI,49202,JACKSON,24,0,0,2064,2150 Kingsbrooke Dr,Jackson,MI,49202,42.27957064,-84.44093682,675
-84.84872345,43.67788939,1050000020,1050,Hospice Residence,WOODLAND HOSPICE,2597 MERIDIAN ROAD,MOUNT PLEASANT,MI,48858,ISABELLA,8,0,0,2615,2597 MERIDIAN ROAD,MOUNT PLEASANT,MI,48858,43.67788939,-84.84872345,676
-84.9418869,45.38011551,1050000021,1050,Hospice Residence,MCLAREN HOSPICE,ONE HILAND DRIVE,PETOSKEY,MI,49770,EMMET,7,0,0,16369,1 Hiland Dr,Petoskey,MI,49770,45.38011551,-84.9418869,677
-86.23759055,43.0932357,1050000022,1050,Hospice Residence,HOSPICE OF NORTH OTTAWA COMMUNITY,18525 WOODLAND RIDGE DRIVE,SPRING LAKE,MI,49456,OTTAWA,8,0,0,1640,18525 Woodland Ridge Dr,Spring Lake,MI,49456,43.0932357,-86.23759055,678
-83.78864894,42.16659493,1050000023,1050,Hospice Residence,ARBOR HOSPICE,"440 WEST RUSSELL STREET, SUITE 100",SALINE,MI,48176,WASHTENAW,13,0,0,4302,440 W Russell St,Saline,MI,48176,42.16659493,-83.78864894,679
-84.5688576,42.74111861,1050000025,1050,Hospice Residence,HOSPICE HOUSE OF MID-MICHIGAN,1210 WEST SAGINAW,LANSING,MI,48915,INGHAM,21,0,0,590,1210 W Saginaw St,Lansing,MI,48915,42.74111861,-84.5688576,680
-82.48015292,42.87729586,1050000026,1050,Hospice Residence,BLUE WATER HOSPICE HOME,2795 EDISON DRIVE,MARYSVILLE,MI,48040,SAINT CLAIR,12,0,0,2831,2795 Edison Dr,Marysville,MI,48040,42.87729586,-82.48015292,681
-83.41196005,42.38425089,1050000027,1050,Hospice Residence,ANGELA HOSPICE CARE CENTER,14100 NEWBURGH RD,LIVONIA,MI,48154,WAYNE,32,0,0,985,14100 Newburgh Rd,Livonia,MI,48154,42.38425089,-83.41196005,682
-84.07906635,41.914865,1050000028,1050,Hospice Residence,HOSPICE OF LENAWEE RESIDENCE,1903 WOLF CREEK HWY,ADRIAN,MI,49221,LENAWEE,8,0,0,1694,1903 Wolf Creek Hwy,Adrian,MI,49221,41.914865,-84.07906635,683
-86.49501206,42.03804935,1050000029,1050,Hospice Residence,MERLIN & CAROLYN HANSEN HOSPICE CENTER,4382 CLEVELAND AVE,STEVENSVILLE,MI,49127,BERRIEN,16,0,0,4284,4382 Cleveland Ave,Stevensville,MI,49127,42.03804935,-86.49501206,684
-85.64436768,44.75970459,1050000030,1050,Hospice Residence,MUNSON HOSPICE HOUSE,450 BROOK STREET,TRAVERSE CITY,MI,49684,GRAND TRAVERSE,8,0,0,4365,450 Brook St,Traverse City,MI,49684,44.75970459,-85.64436768,685
-83.20727539,42.60445786,1050000031,1050,Hospice Residence,HEART TO HEART HOSPICE INPATIENT CENTER,5990 N ADAMS RD 1ST FLOOR EAST,TROY,MI,48098,OAKLAND,0,0,0,31516,5990 N Adams Rd,Troy,MI,48098,42.60445786,-83.20727539,686
-83.40383476,42.39645778,1060000001,1060,Hospital,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,WAYNE,273,0,0,3749,36475 5 Mile Rd,Livonia,MI,48154,42.39645778,-83.40383476,687
-85.98806578,42.8196405,1060000002,1060,Hospital,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,8333 FELCH ST,ZEELAND,MI,49464,OTTAWA,55,0,0,5975,8333 Felch St,Zeeland,MI,49464,42.8196405,-85.98806578,688
-84.0065155,41.96580124,1060000004,1060,Hospital,PROMEDICA CHARLES AND VIRGINIA HICKMAN HOSPITAL,5640 N ADRIAN HIGHWAY,ADRIAN,MI,49221,LENAWEE,58,0,0,29742,5640 N Adrian Hwy,Adrian,MI,49221,41.96580124,-84.0065155,689
-83.30929538,42.63559727,1060000005,1060,Hospital,PONTIAC GENERAL HOSPITAL,461 W HURON ST,PONTIAC,MI,48341,OAKLAND,195,0,0,4411,461 W Huron St,Pontiac,MI,48341,42.63559727,-83.30929538,690
-85.64749925,41.9352155,1060000006,1060,Hospital,THREE RIVERS HEALTH,701 S HEALTH PARKWAY,THREE RIVERS,MI,49093,SAINT JOSEPH,60,0,0,5500,701 S Health Parkway,Three Rivers,MI,49093,41.9352155,-85.64749925,691
-85.58120018,42.28622863,1060000007,1060,Hospital,BRONSON METHODIST HOSPITAL,601 JOHN STREET,KALAMAZOO,MI,49007,KALAMAZOO,434,0,0,5094,601 John St,Kalamazoo,MI,49007,42.28622863,-85.58120018,692
-83.20524501,42.45905864,1060000008,1060,Hospital,ASCENSION PROVIDENCE HOSPITAL,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,OAKLAND,359,0,0,1280,16001 W 9 Mile Rd,Southfield,MI,48075,42.45905864,-83.20524501,693
-83.21262886,42.29203831,1060000009,1060,Hospital,BEAUMONT HOSPITAL - DEARBORN,18101 OAKWOOD BLVD,DEARBORN,MI,48124,WAYNE,632,0,0,1587,18101 Oakwood Blvd,Dearborn,MI,48124,42.29203831,-83.21262886,694
-86.47842524,42.09028614,1060000010,1060,Hospital,"LAKELAND HOSPITAL, ST JOSEPH",1234 NAPIER AVENUE,ST JOSEPH,MI,49085,BERRIEN,215,0,0,660,1234 Napier Ave,Saint Joseph,MI,49085,42.09028614,-86.47842524,695
-84.99000549,41.93883896,1060000011,1060,Hospital,PROMEDICA COLDWATER REGIONAL HOSPITAL,274 E CHICAGO ST,COLDWATER,MI,49036,BRANCH,71,0,0,16025,274 E Chicago St,Coldwater,MI,49036,41.93883896,-84.99000549,696
-83.18216536,42.41992918,1060000012,1060,Hospital,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,WAYNE,383,0,0,5143,6071 W Outer Dr,Detroit,MI,48235,42.41992918,-83.18216536,697
-83.27639008,42.61450958,1060000013,1060,Hospital,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,OAKLAND,464,0,0,16181,44405 Woodward Ave,Pontiac,MI,48341,42.61450958,-83.27639008,698
-84.6623277,43.39155602,1060000014,1060,Hospital,MYMICHIGAN MEDICAL CENTER ALMA,300 E WARWICK DR,ALMA,MI,48801,GRATIOT,67,0,0,3037,300 E Warwick Dr,Alma,MI,48801,43.39155602,-84.6623277,699
-82.43211324,42.95588594,1060000015,1060,Hospital,LAKE HURON MEDICAL CENTER,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,SAINT CLAIR,144,0,0,2628,2601 Electric Ave,Port Huron,MI,48060,42.95588594,-82.43211324,700
-85.6237202,42.95491977,1060000016,1060,Hospital,SPECTRUM HEALTH - BLODGETT CAMPUS,1840 WEALTHY ST SE,GRAND RAPIDS,MI,49506,KENT,318,0,0,1620,1840 Wealthy St SE,Grand Rapids,MI,49506,42.95491977,-85.6237202,701
-85.26889283,43.17498037,1060000018,1060,Hospital,SPECTRUM HEALTH UNITED HOSPITAL,615 S BOWER STREET,GREENVILLE,MI,48838,MONTCALM,49,0,0,5187,615 S Bower St,Greenville,MI,48838,43.17498037,-85.26889283,702
-83.44869232,45.07772827,1060000019,1060,Hospital,MYMICHIGAN MEDICAL CENTER ALPENA,1501 W CHISHOLM ST,ALPENA,MI,49707,ALPENA,124,0,0,15862,1501 W Chisholm St,Alpena,MI,49707,45.07772827,-83.44869232,703
-84.6318801,41.91203236,1060000020,1060,Hospital,HILLSDALE HOSPITAL,168 S HOWELL STREET,HILLSDALE,MI,49242,HILLSDALE,63,0,0,1396,168 S Howell St,Hillsdale,MI,49242,41.91203236,-84.6318801,704
-85.66652708,42.97037049,1060000021,1060,Hospital,SPECTRUM HEALTH - BUTTERWORTH CAMPUS,100 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,KENT,852,0,0,25,100 Michigan St NE,Grand Rapids,MI,49503,42.97037049,-85.66652708,705
-85.30917318,42.64327962,1060000022,1060,Hospital,SPECTRUM HEALTH PENNOCK,1009 W GREEN ST,HASTINGS,MI,49058,BARRY,25,0,0,68,1009 W Green St,Hastings,MI,49058,42.64327962,-85.30917318,706
-83.86903381,43.58927155,1060000023,1060,Hospital,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,BAY,356,0,0,15907,1900 Columbus Ave,Bay City,MI,48708,43.58927155,-83.86903381,707
-83.72936792,42.28521855,1060000024,1060,Hospital,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,WASHTENAW,1000,0,0,1124,1500 E Medical Center Dr,Ann Arbor,MI,48109,42.28521855,-83.72936792,708
-82.96426237,42.61278827,1060000025,1060,Hospital,HENRY FORD HEALTH MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHIP,MI,48038,MACOMB,361,0,0,1261,15855 19 Mile Rd,Clinton Township,MI,48038,42.61278827,-82.96426237,709
-83.08374811,42.36640084,1060000026,1060,Hospital,HENRY FORD HEALTH HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,WAYNE,877,0,0,2833,2799 W Grand Blvd,Detroit,MI,48202,42.36640084,-83.08374811,710
-87.4091568,46.54359818,1060000027,1060,Hospital,UP HEALTH SYSTEM - MARQUETTE,850 W BARAGA AVE,MARQUETTE,MI,49855,MARQUETTE,179,0,0,28723,850 W Baraga Ave,Marquette,MI,49855,46.54359818,-87.4091568,711
-88.04589668,45.80848841,1060000028,1060,Hospital,DICKINSON COUNTY MEMORIAL HOSPITAL,1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801,DICKINSON,49,0,0,1472,1721 S Stephenson Ave,Iron Mountain,MI,49801,45.80848841,-88.04589668,712
-84.70770026,44.66880451,1060000029,1060,Hospital,MUNSON HEALTHCARE GRAYLING HOSPITAL,1100 E MICHIGAN AVE,GRAYLING,MI,49738,CRAWFORD,71,0,0,295,1100 E Michigan Ave,Grayling,MI,49738,44.66880451,-84.70770026,713
-85.66388016,42.95939681,1060000030,1060,Hospital,SAINT MARY'S HEALTH CARE,200 JEFFERSON AVENUE SE,GRAND RAPIDS,MI,49503,KENT,357,0,0,1802,200 Jefferson Ave SE,Grand Rapids,MI,49503,42.95939681,-85.66388016,714
-86.24118042,43.22410202,1060000032,1060,Hospital,MERCY HEALTH MUSKEGON,125 E SOUTHERN,MUSKEGON,MI,49442,MUSKEGON,0,0,0,31381,125 E Southern Ave,Muskegon,MI,49442,43.22410202,-86.24118042,715
-83.9394698,42.61513705,1060000033,1060,Hospital,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,LIVINGSTON,66,0,0,5206,620 Byron Rd,Howell,MI,48843,42.61513705,-83.9394698,716
-83.95573218,43.4286448,1060000034,1060,Hospital,COVENANT MEDICAL CENTER,1447 N HARRISON,SAGINAW,MI,48602,SAGINAW,277,0,0,1056,1447 N Harrison St,Saginaw,MI,48602,43.4286448,-83.95573218,717
-83.260527,42.464169,1060000035,1060,Hospital,STRAITH HOSPITAL FOR SPECIAL SURGERY,23901 LAHSER,SOUTHFIELD,MI,48033,OAKLAND,34,0,0,2375,23901 Lahser Rd,Southfield,MI,48033,42.464169,-83.260527,718
-86.11277771,42.77470398,1060000036,1060,Hospital,HOLLAND COMMUNITY HOSPITAL,602 MICHIGAN AVE,HOLLAND,MI,49423,OTTAWA,173,0,0,16250,602 Michigan Ave,Holland,MI,49423,42.77470398,-86.11277771,719
-85.18019312,42.33042851,1060000037,1060,Hospital,BRONSON BATTLE CREEK HOSPITAL,300 NORTH AVENUE,BATTLE CREEK,MI,49017,CALHOUN,189,0,0,3048,300 North Ave,Battle Creek,MI,49017,42.33042851,-85.18019312,720
-83.93371505,43.443263,1060000038,1060,Hospital,ASCENSION ST MARY'S HOSPITAL,800 S WASHINGTON AVENUE,SAGINAW,MI,48601,SAGINAW,268,0,0,5823,800 S Washington Ave,Saginaw,MI,48601,43.443263,-83.93371505,721
-86.2476767,42.18607612,1060000039,1060,Hospital,LAKELAND HOSPITAL WATERVLIET,400 MEDICAL PARK DR,WATERVLIET,MI,49098,BERRIEN,44,0,0,3971,400 Medical Park Dr,Watervliet,MI,49098,42.18607612,-86.2476767,722
-84.76198694,43.59869945,1060000040,1060,Hospital,MCLAREN CENTRAL MICHIGAN,1221 SOUTH DRIVE,MOUNT PLEASANT,MI,48858,ISABELLA,118,0,0,626,1221 South Dr,Mount Pleasant,MI,48858,43.59869945,-84.76198694,723
-85.39062443,44.24637838,1060000041,1060,Hospital,MUNSON HEALTHCARE CADILLAC HOSPITAL,400 HOBART ST,CADILLAC,MI,49601,WEXFORD,49,0,0,3968,400 Hobart St,Cadillac,MI,49601,44.24637838,-85.39062443,724
-86.26389507,42.39059574,1060000042,1060,Hospital,BRONSON SOUTH HAVEN HOSPITAL,955 S BAILEY AVE,SOUTH HAVEN,MI,49090,VAN BUREN,8,0,0,6290,955 S Bailey Ave,South Haven,MI,49090,42.39059574,-86.26389507,725
-82.91496601,42.38386608,1060000043,1060,Hospital,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,WAYNE,280,0,0,4443,468 Cadieux Rd,Grosse Pointe,MI,48230,42.38386608,-82.91496601,726
-84.39246368,42.25120163,1060000044,1060,Hospital,HENRY FORD HEALTH JACKSON HOSPITAL,205 N EAST AVE,JACKSON,MI,49201,JACKSON,325,0,0,15932,205 N East Ave,Jackson,MI,49201,42.25120163,-84.39246368,727
-85.47445679,43.69376373,1060000045,1060,Hospital,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,605 OAK STREET,BIG RAPIDS,MI,49307,MECOSTA,49,0,0,16251,605 Oak St,Big Rapids,MI,49307,43.69376373,-85.47445679,728
-84.24602206,44.26074905,1060000046,1060,Hospital,MYMICHIGAN MEDICAL CENTER WEST BRANCH,2463 SOUTH M-30,WEST BRANCH,MI,48661,OGEMAW,86,0,0,2483,2463 S M 30,West Branch,MI,48661,44.26074905,-84.24602206,729
-85.40859185,41.79435073,1060000047,1060,Hospital,STURGIS HOSPITAL,916 MYRTLE AVE,STURGIS,MI,49091,SAINT JOSEPH,84,0,0,6191,916 Myrtle St,Sturgis,MI,49091,41.79435073,-85.40859185,730
